,nome,cpf,idade,data,endereco,estado,pais,nivel_educacao,salario,numero_filhos,estado_civil,area_atuacao
136,Yan Vargas,573.064.891-00,33,10/04/1991,"Conjunto Aragão, 47
Horto
28520956 Cirino / SC",Distrito Federal,Brasil,Doutorado,22981,2,Solteiro(a),Educação
137,Dra. Pietra Teixeira,325.096.471-99,30,20/08/1994,"Travessa Mariana Garcia
Conjunto Jatoba
53277-793 da Cruz / ES",Roraima,Brasil,Ensino Médio,9861,2,Viúvo(a),Marketing
138,Anna Liz Sousa,731.258.906-59,24,12/06/2000,"Viela Macedo, 69
Bandeirantes
21425914 Cirino da Prata / RO",Distrito Federal,Brasil,Ensino Fundamental,11727,4,Viúvo(a),Tecnologia
139,Cecilia da Conceição,632.180.495-98,49,24/06/1975,"Área Raul Siqueira
Vila São João Batista
48559-011 Sousa da Serra / RR",Santa Catarina,Brasil,Ensino Médio,16578,0,Casado(a),Tecnologia
140,Julia Machado,285.397.461-82,46,22/02/1978,"Ladeira de Pimenta
Laranjeiras
17834-276 Gomes de Moreira / RR",Rio de Janeiro,Brasil,Ensino Médio,19737,0,,Administração
141,Kaique Cavalcanti,690.145.873-84,28,06/11/1995,"Estrada de Moreira, 9
Novo Glória
68690961 Mendes / AC",São Paulo,Brasil,Ensino Superior,4777,3,Viúvo(a),Saúde
142,Noah Viana,689.401.732-87,53,03/02/1971,"Viaduto Benício Sá, 95
Califórnia
95265950 Ribeiro do Sul / SC",Espírito Santo,Brasil,Ensino Superior,12664,3,Viúvo(a),Tecnologia
143,Diego Porto,872.936.450-74,33,19/10/1990,"Lago de Novais, 63
Paraíso
32194-709 Caldeira dos Dourados / ES",Santa Catarina,Brasil,Ensino Superior,9927,2,Casado(a),Educação
144,Sra. Lorena da Costa,320.764.851-71,18,23/07/2006,"Esplanada Pastor, 57
Califórnia
62126-715 Peixoto do Campo / MA",Paraná,Brasil,Ensino Fundamental,18299,2,Casado(a),Educação
145,Sabrina Novaes,713.940.258-23,45,23/10/1978,"Fazenda Felipe Nunes, 221
Embaúbas
71087703 Montenegro / RJ",Acre,Brasil,Pós-Graduação,14417,1,Viúvo(a),
146,Luiz Felipe Pacheco,345.860.279-83,37,24/03/1987,,,Brasil,Ensino Superior,24740,0,,
147,Erick Garcia,921.438.607-22,51,14/12/1972,"Vila Carvalho, 5
Tupi B
47505-020 Duarte / PI",Rio Grande do Sul,Brasil,Ensino Médio,9516,1,Viúvo(a),Educação
148,Olívia Camargo,614.098.732-69,34,26/11/1989,"Ladeira de Aparecida, 9
Belvedere
90285012 Melo / AM",Rio de Janeiro,Brasil,Doutorado,11386,0,Solteiro(a),Administração
149,Maria Laura Sousa,740.853.162-90,47,24/08/1976,"Viela Gabriel Silva, 40
Coqueiros
69919-257 Sales / RJ",Distrito Federal,Brasil,Doutorado,17273,1,Solteiro(a),Saúde
150,José Miguel Vasconcelos,923.478.061-22,24,12/05/2000,"Via Bryan Montenegro, 47
Indaiá
33450-879 Albuquerque / AL",Mato Grosso,Brasil,Doutorado,24743,1,Divorciado(a),Marketing
151,Letícia Brito,731.045.862-17,21,09/08/2003,"Rua de Carvalho, 48
Alta Tensão 2ª Seção
51620-918 Cirino de Mendonça / PR",Alagoas,Brasil,Mestrado,15862,1,,Saúde
152,Eloah Garcia,651.398.704-01,59,31/08/1964,"Aeroporto de Abreu, 52
Bonfim
98396-958 Duarte do Amparo / PB",São Paulo,Brasil,Mestrado,24588,4,Solteiro(a),Tecnologia
153,Kamilly Araújo,340.981.276-87,21,11/07/2003,"Viela Hadassa Ribeiro, 7
Novo Santa Cecilia
44199-638 Nogueira / PE",Piauí,Brasil,Pós-Graduação,16732,1,Viúvo(a),Engenharia
154,Catarina da Rocha,163.905.482-06,28,03/06/1996,"Recanto Miguel Teixeira, 16
Vila Ipiranga
72828800 Macedo da Praia / DF",Amazonas,Brasil,Ensino Médio,10168,0,Casado(a),Educação
155,Maitê Borges,063.251.498-15,33,25/08/1990,"Estrada de da Paz, 30
Vila Boa Vista
01172-170 Castro / BA",Goiás,Brasil,Pós-Graduação,13842,3,Solteiro(a),Administração
156,Ágatha Silva,637.981.045-57,49,26/02/1975,"Sítio Alícia Cassiano
Vila Atila De Paiva
14250-723 Dias da Praia / MA",Distrito Federal,Brasil,Pós-Graduação,15868,2,Casado(a),Marketing
157,Sra. Emanuelly Leão,842.936.071-96,55,18/07/1969,"Passarela Fogaça, 94
Conjunto Minas Caixa
13165520 Santos / PA",Mato Grosso do Sul,Brasil,Ensino Fundamental,18756,4,Divorciado(a),Marketing
158,João Guilherme da Mota,956.801.723-21,41,14/02/1983,"Fazenda de Novaes
Alta Tensão 1ª Seção
77385-375 Vargas / AC",Paraíba,Brasil,Ensino Médio,23994,3,Viúvo(a),Marketing
159,Igor Nunes,105.436.928-33,24,27/03/2000,"Vila de Rodrigues, 75
Nazare
07325-905 Ferreira Paulista / RN",Ceará,Brasil,Pós-Graduação,29924,1,,Saúde
160,Apollo Casa Grande,186.302.745-90,41,12/09/1982,"Chácara Cauã Vasconcelos, 666
Jardim Felicidade
97490-289 Pastor dos Dourados / RO",Piauí,Brasil,Ensino Superior,2329,0,,Tecnologia
161,André Oliveira,153.496.087-20,24,07/06/2000,"Fazenda Davi Cavalcante, 98
Barroca
77922986 Jesus do Campo / SE",Goiás,Brasil,Pós-Graduação,7344,2,Solteiro(a),
162,João Miguel Sales,983.270.645-92,32,06/08/1992,"Núcleo de Correia, 451
Palmeiras
69871-149 da Rosa / PR",Minas Gerais,Brasil,Doutorado,29441,1,Viúvo(a),Tecnologia
163,Eduardo Pires,402.795.138-79,41,20/04/1983,"Praça Sá, 7
São Gonçalo
41275892 Borges / SC",Distrito Federal,Brasil,Pós-Graduação,22214,0,,Saúde
164,Henry Monteiro,286.935.107-03,26,12/04/1998,"Vereda Ramos, 27
São Jorge 2ª Seção
60547-997 Araújo de Minas / RR",Rio Grande do Sul,Brasil,Doutorado,15736,0,Solteiro(a),Administração
165,Aylla Câmara,354.270.169-61,55,11/03/1969,"Área Garcia, 4
Salgado Filho
41781-145 Mendonça / AM",Santa Catarina,Brasil,Doutorado,5359,2,Viúvo(a),
166,Otávio Silveira,169.847.203-03,38,20/12/1985,"Condomínio Monteiro, 70
Atila De Paiva
89031-053 Montenegro do Amparo / SE",Ceará,Brasil,Doutorado,11123,3,,Saúde
167,Rafael Guerra,864.230.159-70,45,29/08/1978,"Sítio Vitor Gabriel Cardoso, 10
Vila Antena
49748-193 Rios de Caldeira / PR",Alagoas,Brasil,Doutorado,19112,0,Viúvo(a),Marketing
168,Ana Beatriz Aparecida,591.846.230-98,28,24/12/1995,"Trecho de Rios, 59
Manacas
01258599 Campos / PA",Minas Gerais,Brasil,Ensino Superior,2469,0,Solteiro(a),Engenharia
169,Leandro Araújo,731.924.865-46,56,23/08/1967,"Viela de Correia, 60
Horto
96693-878 Cunha de da Rosa / RR",Espírito Santo,Brasil,Ensino Superior,29513,4,Solteiro(a),Saúde
170,Noah Borges,072.163.854-62,24,03/11/1999,"Aeroporto de Oliveira, 96
Santa Amelia
04399968 Barbosa de Santos / SE",Distrito Federal,Brasil,Doutorado,17588,3,Casado(a),
171,Sra. Cecília Albuquerque,360.512.894-70,50,27/11/1973,"Praça Leandro Fonseca, 75
Santo Agostinho
47710-815 Porto / MT",Rio Grande do Norte,Brasil,Doutorado,14948,4,Viúvo(a),Educação
172,Noah Teixeira,,50,25/05/1974,"Feira Ramos, 18
Conjunto Novo Dom Bosco
68226-228 Macedo de Monteiro / TO",Minas Gerais,Brasil,Ensino Fundamental,29105,0,Casado(a),Saúde
173,Maria Flor Machado,026.834.917-78,31,17/05/1993,"Ladeira Mendes, 6
Vila Nova Cachoeirinha 3ª Seção
22200286 Gonçalves das Flores / MT",Rio Grande do Sul,Brasil,Ensino Médio,24714,3,Divorciado(a),Administração
174,Nathan da Rosa,731.826.549-00,49,21/06/1975,"Pátio de Farias
Marçola
87244-696 Camargo de Siqueira / BA",Rio Grande do Norte,Brasil,Mestrado,20554,0,,Educação
175,Júlia da Mota,096.458.317-84,37,23/06/1987,"Estação João Vitor Abreu, 73
Santa Terezinha
99117-731 Melo / AL",Rio Grande do Norte,Brasil,Ensino Superior,24295,2,,Saúde
176,Isabel Pimenta,216.487.905-85,37,10/10/1986,"Viaduto de Fogaça
Ipiranga
06111459 Mendonça das Pedras / PR",Ceará,Brasil,Ensino Fundamental,9806,2,,Educação
177,Sra. Ana Cecília Santos,802.365.794-10,20,15/12/2003,"Favela Rodrigo Fonseca, 813
Vila Paquetá
88941989 Moura da Serra / RR",Distrito Federal,Brasil,Doutorado,12932,2,Viúvo(a),Engenharia
178,Srta. Jade Moraes,195.340.627-07,23,26/04/2001,"Lago Costa
Aguas Claras
35164622 Azevedo do Galho / AL",Espírito Santo,Brasil,Ensino Médio,6566,1,Viúvo(a),Tecnologia
179,Levi Novais,314.098.572-04,25,22/02/1999,"Trecho de Gonçalves, 615
Buraco Quente
34707-639 Silva Alegre / RN",Mato Grosso do Sul,Brasil,Ensino Fundamental,22382,1,Solteiro(a),Tecnologia
180,Léo Rezende,847.150.962-85,57,05/02/1967,"Recanto Maria Liz Campos, 22
Ápia
84640-140 Silva / GO",Rio de Janeiro,Brasil,Mestrado,22181,3,Solteiro(a),Educação
181,Clarice da Paz,059.163.784-75,26,10/11/1997,"Esplanada de da Paz
Dona Clara
78330-755 da Cruz da Serra / RS",Rondônia,Brasil,Ensino Fundamental,12048,2,Divorciado(a),Saúde
182,Sara Gomes,098.642.753-56,44,07/06/1980,"Praia de Freitas
Laranjeiras
43084-641 Caldeira do Sul / PI",Bahia,Brasil,Ensino Fundamental,4647,4,,Educação
183,Vinícius Ribeiro,064.872.531-62,28,16/09/1995,"Rua Cardoso, 58
Aparecida
93911-504 Macedo Paulista / PE",Rio Grande do Norte,Brasil,Ensino Superior,26376,2,Viúvo(a),Administração
184,Ryan Cardoso,956.382.470-92,25,02/12/1998,"Parque de Moraes, 12
Calafate
62617-514 Albuquerque de Moreira / SE",Espírito Santo,Brasil,Ensino Médio,2829,0,Casado(a),Marketing
185,Aylla Silva,926.503.847-00,50,19/05/1974,"Viela Zoe Novais, 51
Vera Cruz
29848-643 Rios de Moraes / GO",Paraná,Brasil,Ensino Superior,21127,3,,
186,Isabelly Campos,234.096.857-74,30,14/08/1994,"Rodovia de Farias, 52
Vila Copasa
89942-335 Rios / SE",Rio Grande do Norte,Brasil,Mestrado,12975,1,Casado(a),Engenharia
187,Maria Vitória Viana,378.250.614-62,60,03/02/1964,"Feira Mariana Moreira, 19
Tres Marias
62244599 Nogueira / RJ",São Paulo,Brasil,Ensino Fundamental,18414,1,Divorciado(a),Engenharia
188,Ryan Viana,826.370.951-21,29,09/09/1994,"Estação Davi Miguel da Cunha, 97
Distrito Industrial Do Jatoba
62483959 Moraes de Nunes / ES",Piauí,Brasil,Ensino Superior,28561,2,Solteiro(a),Tecnologia
189,Dr. Caio Dias,984.132.067-31,35,04/05/1989,"Via Pedro Henrique da Conceição, 18
Nova Gameleira
26642165 da Luz / ES",Rio Grande do Norte,Brasil,Ensino Fundamental,24166,4,Solteiro(a),Educação
190,Dra. Stella Martins,402.631.578-90,31,17/08/1993,"Campo Pacheco, 15
Miramar
51729538 da Cruz de Barros / GO",Amazonas,Brasil,Doutorado,12505,2,,
191,Raquel da Mata,697.120.458-11,54,22/05/1970,"Avenida de Sampaio, 55
Cidade Jardim Taquaril
26308-289 Vieira de Abreu / SP",Maranhão,Brasil,Mestrado,15295,2,Divorciado(a),Engenharia
192,Sr. Enzo Gabriel Costa,471.286.039-13,22,20/02/2002,"Via Maria Luiza da Costa, 26
Vila Nova Gameleira 1ª Seção
79582-276 Leão / AM",Espírito Santo,Brasil,Ensino Superior,27015,1,Divorciado(a),Administração
193,Ravy Castro,453.078.126-71,22,31/07/2002,"Rodovia Enzo Gabriel Duarte, 98
Olhos D'água
55385-016 Pacheco da Serra / PB",Acre,Brasil,Pós-Graduação,23456,4,Casado(a),Educação
194,Dante Albuquerque,509.817.642-58,56,26/02/1968,"Esplanada Vasconcelos, 36
Túnel De Ibirité
04540167 Araújo de Ramos / PR",Espírito Santo,Brasil,Mestrado,8576,3,Viúvo(a),Engenharia
195,Marina Rios,608.415.293-70,53,27/09/1970,"Vale Barros, 24
Nossa Senhora Da Aparecida
42195-804 Moura / MT",Paraíba,Brasil,Pós-Graduação,11659,1,Solteiro(a),Saúde
196,Srta. Anna Liz Peixoto,781.459.362-09,48,26/09/1975,"Praça Larissa Vasconcelos, 967
Salgado Filho
86717-622 Costela de Aparecida / SE",Maranhão,Brasil,Ensino Superior,18266,2,Divorciado(a),
197,Srta. Daniela Silva,814.520.967-67,41,21/05/1983,"Largo Yago Dias, 1
Jaraguá
28191-073 Farias de Guerra / AM",Ceará,Brasil,Pós-Graduação,28906,2,Divorciado(a),Tecnologia
198,Srta. Stella Macedo,362.598.017-77,34,10/12/1989,"Alameda Ana Júlia Mendonça, 18
Marieta 2ª Seção
98537862 Carvalho de Aparecida / SC",Minas Gerais,Brasil,Mestrado,6817,3,,Educação
199,Catarina Freitas,286.174.953-91,59,15/05/1965,"Parque Lopes, 77
Mariano De Abreu
96441843 Albuquerque / DF",Distrito Federal,Brasil,Mestrado,23160,4,Casado(a),
200,Srta. Eloá Santos,341.597.628-91,23,05/02/2001,"Parque Fonseca, 88
Vila Da Paz
04975-160 Moreira / DF",Amapá,Brasil,Ensino Superior,8847,1,Viúvo(a),Engenharia
201,Liam Borges,793.286.145-46,52,22/09/1971,"Via Pinto, 17
Santa Tereza
71506232 Dias / MA",Distrito Federal,Brasil,Doutorado,11625,4,Viúvo(a),Administração
202,Valentim Garcia,465.179.302-99,29,22/06/1995,"Estrada de Costa, 4
Vila Fumec
80662-000 Monteiro / SE",Mato Grosso,Brasil,Pós-Graduação,22994,2,Casado(a),Engenharia
203,Sarah Campos,501.942.378-50,29,27/11/1994,"Largo Sá, 7
Acaiaca
81246-646 Correia / CE",Goiás,Brasil,Ensino Médio,20583,2,Solteiro(a),Engenharia
204,Ana Lívia Moreira,683.540.729-83,18,10/07/2006,"Jardim de Leão
João Paulo Ii
95421-079 Silveira da Serra / BA",Rio de Janeiro,Brasil,Ensino Superior,8196,4,Viúvo(a),Engenharia
205,Maria Julia Sales,752.490.316-25,28,07/03/1996,"Aeroporto de Melo, 52
Cachoeirinha
09133506 Vieira de Teixeira / PR",Minas Gerais,Brasil,Pós-Graduação,3097,4,Solteiro(a),
206,Sr. José Pedro Silveira,892.560.431-06,39,21/08/1985,"Aeroporto de da Mata, 805
Caiçaras
52980072 das Neves das Pedras / RN",Piauí,Brasil,Doutorado,9338,3,Solteiro(a),Educação
207,Felipe Oliveira,864.709.231-78,60,13/08/1964,"Vereda de Santos, 884
Vila Vista Alegre
75077644 Leão de Fonseca / PE",Pernambuco,Brasil,Ensino Superior,6672,4,Casado(a),Educação
208,Calebe Sá,697.024.538-10,49,01/06/1975,"Campo Levi Garcia, 74
Vila Ouro Minas
61900-000 Ferreira / RS",Goiás,Brasil,Mestrado,9837,0,Casado(a),
209,Emanuella Alves,014.796.358-39,40,14/01/1984,"Setor Juliana Vargas, 32
Ouro Minas
16544-030 Barros / AM",Pernambuco,Brasil,Doutorado,24324,2,Viúvo(a),Tecnologia
210,Sr. João Cirino,931.657.024-70,19,25/01/2005,"Jardim Yasmin Borges, 74
João Pinheiro
13792244 Lopes de Andrade / ES",Pará,Brasil,Ensino Médio,29719,3,Divorciado(a),
211,Bruna Fogaça,361.502.487-71,46,29/08/1977,"Recanto de Moura, 99
São Jorge 1ª Seção
50430164 Nogueira / AM",Rio Grande do Sul,Brasil,Ensino Médio,7115,4,Solteiro(a),
212,Bruno da Paz,483.652.910-70,43,25/03/1981,"Estrada de Cardoso, 9
São Luiz
59518-040 Gonçalves Paulista / PA",Rio Grande do Norte,Brasil,Mestrado,16983,3,Solteiro(a),Engenharia
213,Murilo Nogueira,037.628.541-90,48,29/05/1976,"Vila Maitê Moura, 56
Barro Preto
80424-775 Porto Grande / RN",Acre,Brasil,Ensino Superior,6858,0,Casado(a),Administração
214,Helena Câmara,608.495.237-29,35,13/05/1989,"Recanto da Conceição, 500
Ouro Preto
13360898 Silveira de Moraes / PR",Espírito Santo,Brasil,Mestrado,24565,3,Divorciado(a),Marketing
215,Alícia Siqueira,,55,01/06/1969,"Alameda de Câmara, 88
Alípio De Melo
85291-396 da Cruz / SP",Amapá,Brasil,Ensino Médio,25617,3,Viúvo(a),Educação
216,Alice Porto,796.503.814-57,26,16/05/1998,"Largo Moraes, 137
Nossa Senhora Da Aparecida
16537-352 Moraes / CE",Tocantins,Brasil,Ensino Superior,4909,2,Divorciado(a),Saúde
217,Mirella Aragão,450.972.861-11,60,21/06/1964,"Ladeira Montenegro, 95
Vila Novo São Lucas
60589-108 da Paz do Oeste / MG",Rio Grande do Sul,Brasil,Doutorado,5844,0,,
218,Aylla Moura,216.957.084-58,36,17/02/1988,"Loteamento de Santos
Vila Betânia
56222-017 Almeida / SE",Espírito Santo,Brasil,Ensino Fundamental,17456,0,Solteiro(a),Educação
219,Manuella Campos,187.392.604-96,35,08/01/1989,,,Brasil,Pós-Graduação,29743,4,Divorciado(a),Marketing
220,Sophia Cunha,703.149.265-34,33,16/09/1990,"Campo de Melo
Maria Helena
49185-755 Azevedo da Serra / AL",Goiás,Brasil,Pós-Graduação,19347,3,Casado(a),Saúde
221,Felipe Barros,973.508.164-48,56,23/04/1968,"Vereda de Abreu, 3
Santo Antônio
25469574 Mendes de Lima / SP",Acre,Brasil,Ensino Médio,28642,1,,Administração
222,Júlia Caldeira,562.840.173-08,39,18/06/1985,"Núcleo de Vasconcelos, 70
São João
72626881 Costela das Flores / RR",Amazonas,Brasil,Doutorado,28350,0,Casado(a),Saúde
223,Eduardo Casa Grande,687.405.392-29,27,15/12/1996,"Loteamento de da Cruz, 31
Manacas
24899-801 Farias de Porto / BA",Mato Grosso,Brasil,Ensino Superior,2761,2,Solteiro(a),Engenharia
224,Gabriela Costa,680.537.914-84,20,14/07/2004,"Feira de Novaes, 97
Santa Isabel
03115149 Costela / GO",Mato Grosso,Brasil,Ensino Médio,28887,3,Solteiro(a),Administração
225,Dra. Camila Costela,698.157.042-49,25,03/01/1999,"Travessa Mariana Camargo, 55
Vila Mangueiras
27288-248 da Conceição / ES",São Paulo,Brasil,Ensino Fundamental,10529,2,Casado(a),Tecnologia
226,Sr. Valentim Andrade,231.796.584-28,22,03/02/2002,"Aeroporto de Martins, 82
Bairro Das Indústrias Ii
11763-271 Gomes do Galho / AL",Sergipe,Brasil,Ensino Superior,12256,0,Solteiro(a),Educação
227,Brayan Rezende,250.847.139-97,51,14/06/1973,"Viela de Cassiano
Marieta 1ª Seção
23999-191 Nunes Alegre / RN",Rio Grande do Sul,Brasil,Pós-Graduação,27087,0,Casado(a),Educação
228,Pietra Barros,519.403.726-07,53,10/01/1971,"Parque Correia, 30
Ouro Preto
35437512 Nogueira / PA",Piauí,Brasil,Pós-Graduação,19733,2,Casado(a),Tecnologia
229,Luísa Ferreira,345.176.209-99,20,09/10/2003,"Passarela Cavalcanti, 25
Nova Esperança
41032285 Fernandes do Sul / MS",Paraná,Brasil,Ensino Fundamental,5797,1,Solteiro(a),Marketing
230,Diego Rezende,951.627.403-06,26,11/05/1998,"Via Campos, 275
Nossa Senhora Da Conceição
18627665 Martins / SC",Goiás,Brasil,Pós-Graduação,29846,1,Divorciado(a),
231,Dr. Luiz Fernando Mendonça,349.260.871-03,60,19/03/1964,"Lagoa Paulo Peixoto, 4
Bom Jesus
19131868 Siqueira do Galho / SC",Goiás,Brasil,Pós-Graduação,27298,3,,Marketing
232,Emanuel Alves,806.927.514-67,29,26/01/1995,"Viaduto de Freitas, 16
Paraíso
03713-035 Pereira de Rezende / AL",Pernambuco,Brasil,Ensino Médio,10872,1,Casado(a),Saúde
233,Stella Gonçalves,521.306.489-24,48,01/08/1976,"Morro da Paz, 5
Coração De Jesus
28877-589 Souza / MT",Mato Grosso do Sul,Brasil,Ensino Fundamental,1931,2,Divorciado(a),Engenharia
234,Pietro Nunes,134.672.085-17,41,28/12/1982,"Trevo Luiz Gustavo Alves, 3
Venda Nova
46159-219 da Luz / RS",Rondônia,Brasil,Ensino Superior,18810,0,,Educação
235,Milena Costa,739.845.261-64,44,14/09/1979,"Pátio de Rezende, 60
Califórnia
07968788 Pires Paulista / GO",Ceará,Brasil,Ensino Superior,11269,4,Casado(a),Educação
236,Mirella da Rocha,541.862.973-55,29,26/04/1995,"Setor Stephany Vieira, 604
Santo Agostinho
97171432 Araújo de Fogaça / ES",Santa Catarina,Brasil,Ensino Médio,8654,1,Casado(a),Administração
237,Fernando Borges,567.380.429-65,31,16/05/1993,"Passarela da Conceição, 69
São Salvador
48729713 da Cunha / AC",Minas Gerais,Brasil,Ensino Superior,14707,2,Viúvo(a),Saúde
238,Danilo Peixoto,762.958.031-21,54,01/05/1970,"Colônia Augusto Sá
Aeroporto
77688-928 Fogaça Verde / MT",Goiás,Brasil,Ensino Fundamental,24345,1,Solteiro(a),Tecnologia
239,Mateus Viana,571.630.842-26,23,30/11/2000,"Estrada Albuquerque, 808
Beija Flor
84614-233 Jesus de Mendes / AM",Rio de Janeiro,Brasil,Mestrado,16598,2,,Saúde
240,Sr. João Pedro Gomes,384.102.657-53,18,31/08/2005,"Travessa Agatha Casa Grande, 55
Braúnas
55195986 Barbosa / MG",Distrito Federal,Brasil,Doutorado,10323,3,Viúvo(a),Educação
241,Rafael Macedo,253.619.804-98,28,14/08/1996,"Lago Agatha Oliveira, 73
Jardim Alvorada
64296-427 Pimenta da Mata / AM",Alagoas,Brasil,Doutorado,6907,3,,Engenharia
242,Lavínia Viana,167.532.809-95,39,03/09/1984,"Jardim João Pedro da Cruz, 6
Ipiranga
46452-719 da Luz / RS",Rio de Janeiro,Brasil,Mestrado,8948,3,Divorciado(a),
243,Joana Cavalcante,359.670.284-47,22,30/10/2001,"Sítio Luara Machado, 66
Barro Preto
17340-313 Silveira / PI",Sergipe,Brasil,Ensino Médio,19942,0,Viúvo(a),Marketing
244,Maria Helena Correia,857.619.403-10,21,05/04/2003,"Lago de Abreu, 73
Mirtes
72185-817 Farias de da Mata / AP",Bahia,Brasil,Ensino Superior,2998,1,Divorciado(a),Administração
245,Pietro Guerra,916.457.283-82,43,08/05/1981,"Via Sales
Prado
71451-808 Peixoto da Praia / RN",Amapá,Brasil,Ensino Superior,24078,1,Casado(a),Engenharia
246,Igor Pacheco,341.870.695-93,58,24/04/1966,"Lagoa Costa, 77
Nova Gameleira
39741-823 Santos / MT",Paraíba,Brasil,Ensino Superior,12765,4,Casado(a),Tecnologia
247,Caroline Rocha,746.258.019-58,46,27/12/1977,"Recanto Nicolas Macedo
Estoril
18118-975 Rezende do Galho / SC",Rio Grande do Norte,Brasil,Ensino Superior,2850,2,Solteiro(a),Educação
248,Ana Vitória Cirino,037.158.264-44,44,03/01/1980,"Setor Camila Nunes, 82
Chácara Leonina
44635873 Nunes / RO",Sergipe,Brasil,Ensino Superior,15235,3,Solteiro(a),Saúde
249,Daniela da Mata,670.124.935-34,36,20/11/1987,"Estrada de Farias, 80
Apolonia
03759023 Nunes de da Costa / MA",Pernambuco,Brasil,Pós-Graduação,27744,3,Divorciado(a),Saúde
250,Dr. Bernardo Borges,896.530.174-20,47,13/07/1977,"Viaduto de Pastor, 423
Conjunto Celso Machado
23395617 Nogueira de Abreu / TO",Amazonas,Brasil,Doutorado,2819,2,Viúvo(a),Administração
251,João Miguel Lopes,203.791.586-12,50,25/06/1974,"Trecho de Cavalcante, 167
Céu Azul
33477431 Rios da Prata / DF",Minas Gerais,Brasil,Pós-Graduação,20625,4,Casado(a),Saúde
252,Nicolas Peixoto,753.049.821-50,46,02/06/1978,"Morro Rocha, 59
Vila Cemig
28402-335 Abreu de Santos / RJ",Tocantins,Brasil,Pós-Graduação,27979,3,Divorciado(a),Marketing
253,Cecilia Pires,156.278.904-01,49,07/05/1975,"Campo de Jesus, 41
Beira Linha
68785-212 Jesus / RO",Piauí,Brasil,Ensino Superior,6301,1,Solteiro(a),Tecnologia
254,Luiz Miguel Cavalcante,256.734.801-80,30,06/11/1993,"Fazenda de Souza, 97
Carlos Prates
06374134 Santos / CE",Mato Grosso,Brasil,Doutorado,15434,0,Viúvo(a),Administração
255,Gabriela Teixeira,706.923.514-34,44,22/01/1980,"Feira Enzo Gabriel da Rosa, 633
Confisco
68766214 Dias / MS",Alagoas,Brasil,Doutorado,11296,3,Viúvo(a),Marketing
256,Thales Novaes,872.691.054-30,37,22/06/1987,"Colônia Rodrigues
Independência
72994-766 Martins Paulista / AC",Mato Grosso do Sul,Brasil,Pós-Graduação,10304,2,,Engenharia
257,Pedro Nascimento,312.085.679-77,24,01/06/2000,"Sítio de Pacheco
Marieta 2ª Seção
79743-724 Lopes / GO",Amapá,Brasil,Mestrado,4068,0,Viúvo(a),Saúde
258,Dr. Théo Nunes,,56,20/07/1968,"Lago de da Mota, 62
Vila Ipiranga
41700581 Casa Grande das Flores / CE",Espírito Santo,Brasil,Ensino Fundamental,17640,1,,Educação
259,Bryan da Conceição,527.918.640-67,32,20/01/1992,"Lago Alice Pires, 893
Barão Homem De Melo 1ª Seção
49768-659 Cunha / RO",Rio Grande do Norte,Brasil,Ensino Médio,21965,1,Divorciado(a),Tecnologia
